Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2008-02-11,31.564674377441406,34.44589767576748,31.226653535288204,34.44589767576748,15133331
2008-02-12,31.00130844116211,32.72360383971295,30.743768636258952,32.514353976272545,10237627
2008-02-13,30.55059814453125,31.950966357695968,29.922846725996234,31.54856132232903,10395753
2008-02-14,33.22258377075195,33.560604597393144,31.226652102275608,31.226652102275608,12514003
2008-02-15,34.17225646972656,34.44589287120437,32.20851827640877,33.093809691182095,12080990
2008-02-18,33.979095458984375,34.944869934150596,33.689364644665766,34.944869934150596,6977153
2008-02-19,33.608890533447266,34.671240709779326,33.35135076597465,34.590759668893384,7226542
2008-02-20,32.771888732910156,33.303064943432716,32.40167679666953,33.28696829768572,5604999
2008-02-21,32.99723434448242,33.56060161102417,32.59482915409546,33.30306185253894,3874365
2008-02-22,32.57872772216797,32.7879775171433,31.564665481503713,31.902686228391797,2691220
2008-02-25,32.85236358642578,33.25476873831487,32.0636499253607,32.965037902229795,6270186
2008-02-26,32.981136322021484,33.44792588672669,32.82017425259294,33.15819503503044,7139423
2008-02-27,34.91268539428711,36.634978436381864,33.46402659353306,33.46402659353306,43223132
2008-02-28,35.894554138183594,36.168190559392585,34.76781952904449,35.25070579010411,35763847
2008-02-29,35.37946701049805,36.3774326095981,34.80000536785937,35.66920001500495,16477462
2008-03-03,33.89861297607422,35.025349451422706,33.512304512542194,33.834228596016786,10049153
2008-03-04,33.029422760009766,34.25273487580181,32.19242134207983,34.12396609863958,11485198
2008-03-05,33.641082763671875,33.80204484037485,32.22461517877303,33.190387638990835,8581053
2008-03-07,31.918792724609375,33.158201784780864,30.58280596648366,33.158201784780864,14251925
2008-03-10,31.805530548095703,32.032019086544736,29.97744182330778,31.967308389023927,11713659
2008-03-11,34.42634582519531,34.74990163276941,30.80252121921611,31.546697821233924,19665129
2008-03-12,33.552738189697266,35.591139767069336,33.22918245342401,35.36465119052861,12262350
2008-03-13,28.942073822021484,33.00270193707412,28.149362513400096,32.679146121779404,47000084
2008-03-14,30.93193817138672,31.061359597915363,29.152381488226705,29.75095832873786,35798540
2008-03-17,29.718603134155273,30.349536408573144,29.087669859737407,30.349536408573144,19211273
2008-03-18,29.97745132446289,30.559852175243062,29.18473789726741,29.670071573875372,12632937
2008-03-19,30.155406951904297,33.58509689399701,29.961272606732628,31.38491715714801,16449023
2008-03-24,30.446605682373047,31.28785156939384,29.78331590925123,31.28785156939384,11636914
2008-03-25,31.595232009887695,31.78936417481396,30.673097095164987,31.239319749476387,13232423
2008-03-26,31.40109634399414,32.1614533258438,31.06136232669423,31.38491811569355,11448313
2008-03-27,31.96731185913086,32.27469154566299,30.931934003648674,30.931934003648674,17425122
2008-03-28,32.03203582763672,32.27470491010902,31.190791931697152,32.112924790376304,11599511
2008-03-31,31.805530548095703,32.17762089878205,31.384907722831855,32.032019086544736,9914705
2008-04-01,31.870250701904297,32.3232301074592,31.465805979580118,32.03202859083397,6034588
2008-04-02,32.387943267822266,33.326256410961086,32.03203100762251,32.03203100762251,6087024
2008-04-03,32.12909698486328,32.614430670108796,31.87025191388171,32.468831003385766,3883474
2008-04-04,31.96731185913086,32.33940225020826,31.352556874571864,32.33940225020826,5906537
2008-04-07,31.837905883789062,32.16146175761504,31.465815312336975,32.01586205324409,4088729
2008-04-08,31.029006958007812,31.854074629388943,30.802518352634358,31.789361718493915,5753811
2008-04-09,31.109891891479492,31.384912950313627,30.753979704455592,31.126070117117443,3776374
2008-04-10,31.724653244018555,31.951141865399283,30.948120200926567,31.06136341449033,7075297
2008-04-11,31.870250701904297,32.19380647976364,31.546694924044953,32.03202859083397,4012660
2008-04-15,32.3555908203125,32.51736873052899,31.126078263816463,31.676122719701883,6362785
2008-04-16,31.91878890991211,32.90563458021062,31.789365267924346,32.679145949548655,4725794
2008-04-17,33.148292541503906,33.90864718276446,32.04820175407509,32.40411393117761,14831167
2008-04-21,33.68217468261719,34.264575707441786,33.3262645299632,33.64982041105978,7639361
2008-04-22,34.232208251953125,34.620476940024865,33.3262538311272,33.64980960835161,8814769
2008-04-23,34.26456069946289,34.66900537368566,33.811583542034505,34.29691715110182,5265604
2008-04-24,33.05123519897461,34.685192542997044,32.76003583615029,34.62048181728645,8801780
2008-04-25,33.32625961303711,33.79541513255763,32.873280129781826,33.64981544639656,4095990
2008-04-28,33.4556770324707,34.10278862111982,33.326255592442145,33.358609855322705,4708244
2008-04-29,33.924827575683594,34.24838332308678,33.488028633241,33.649806506942596,6497143
2008-04-30,34.15132522583008,34.58812647847883,33.97337127292092,34.26457064518447,6331377
2008-05-02,34.45870590209961,35.42937342674991,34.393992978386805,34.669016321405785,5658418
2008-05-05,34.29692077636719,35.10581021031424,34.07042997945959,34.911675868465736,7642293
2008-05-06,34.0057258605957,34.68519399462706,33.8115936753392,34.02190409126377,5061166
2008-05-07,33.52037811279297,34.19984596317643,33.00269030730071,33.97335741113279,4303106
2008-05-08,33.115943908691406,33.45567794080675,32.921811743377795,33.26154358123992,3642073
2008-05-09,32.921810150146484,33.779232109190254,32.420298240746895,32.67914330955828,8621761
2008-05-12,32.921810150146484,33.1644769907347,32.193807434128736,32.921810150146484,4890395
2008-05-13,33.01887512207031,33.26154196259305,32.743854019363084,33.06740980672673,5056766
2008-05-14,33.06741714477539,33.245373306166584,32.35559469346421,32.35559469346421,2982486
2008-05-15,33.08359909057617,33.45568749268485,32.35559832573009,32.35559832573009,2646760
2008-05-16,33.34242630004883,33.43949346168961,32.93798162175626,33.32625026831938,4422288
2008-05-20,33.27771759033203,33.407141211715576,32.937983601298015,33.00269650911626,3464912
2008-05-21,33.488033294677734,33.973366983339545,32.517365917354105,32.517365917354105,3419088
2008-05-22,33.03505325317383,33.19683114638006,32.67914320467197,32.67914320467197,3558000
2008-05-23,32.485008239746094,33.29389769045414,32.355586805334035,32.840920475758864,4417028
2008-05-26,32.242332458496094,32.43646675050226,30.73779718107938,30.73779718107938,2605807
2008-05-27,31.27167510986328,32.64678722207069,31.12607544271548,32.290874974151045,3316550
2008-05-28,32.4202995300293,32.614431693668195,30.834874791919,31.38491921360902,4505700
2008-05-29,32.95416259765625,33.32625304928685,31.999673516087327,32.760030452427806,11026212
2008-05-30,31.902606964111328,33.16447580666963,31.773185531452903,33.03505217975817,4023430
2008-06-02,30.543670654296875,32.35558372932773,30.09069128841273,31.708470036028547,4431595
2008-06-03,29.411235809326172,30.414257666822852,29.13621244841778,30.09070180422645,6240766
2008-06-04,28.50527000427246,29.589180487059764,28.327313896873665,29.28180295296345,5762089
2008-06-05,28.456741333007812,28.667053938620843,27.502252075350935,28.472919563324723,9721099
2008-06-06,28.14935874938965,29.330338633851817,27.74491403435185,28.311136635404765,6317089
2008-06-09,27.761093139648438,28.440561160098866,26.53158072820404,27.82580385725013,6500809
2008-06-10,27.566959381103516,27.793450188924282,26.936026031074682,27.50224866212035,6717902
2008-06-11,27.69638442993164,28.149361680235707,27.502250068799476,27.82580587451759,2586175
2008-06-12,27.890518188476562,28.05229610056802,26.531584165759,27.340473726216285,3244212
2008-06-13,27.712568283081055,28.11701312230709,27.4213666822861,27.841989753931912,4248430
2008-06-16,28.683229446411133,29.120028457987637,27.858161721095698,27.95522889953043,4354615
2008-06-17,29.54065704345703,29.76714570663579,28.18172287013085,29.087679717099505,4736084
2008-06-18,29.508283615112305,30.155397157417408,29.443572919157496,29.443572919157496,5055019
2008-06-19,28.87735939025879,29.44358199432741,28.408203957166823,28.92589407287363,4221271
2008-06-20,28.21407127380371,29.23327333759378,27.841982989814845,29.12002793242161,3837789
2008-06-23,27.22722625732422,28.084650443317667,26.95220514405527,27.987583264530247,4516050
2008-06-24,26.385982513427734,27.63167322121482,26.110959205707513,27.227226276933763,5238203
2008-06-25,25.657987594604492,26.191853904109045,25.075586587892634,25.884476265477524,3933879
2008-06-26,27.11397933959961,28.278780937405365,25.80357809063136,25.80357809063136,18253250
2008-06-27,25.91682243347168,26.790424767545915,25.771222775876975,26.208023942914092,6821283
2008-06-30,25.399137496948242,26.143316293794225,24.671136929344115,25.900649437926184,4596315
2008-07-01,23.603404998779297,25.399140374498064,22.69744819538254,25.399140374498064,6202295
2008-07-02,24.63878631591797,24.89763146243368,22.859228950721384,23.619586157188706,5245963
2008-07-03,23.991668701171875,24.63878031266516,23.296024596517892,24.428469916631137,4726793
2008-07-04,24.315231323242188,24.784386934243233,23.457809075352476,23.61958702357724,4862814
2008-07-07,24.849096298217773,25.852120399352398,24.638785854876833,24.638785854876833,5528014
2008-07-08,25.577089309692383,26.208022589523175,22.972462863570968,22.972462863570968,8354280
2008-07-09,27.35664939880371,27.46989261012902,25.916824360390994,25.916824360390994,6860769
2008-07-10,28.553808212280273,28.89354226825272,26.596295027156547,27.356652095559,7216175
2008-07-11,27.19487190246582,29.18473918677837,26.984559316757974,28.828829124758705,6040791
2008-07-14,27.211040496826172,28.181709821778643,26.531574821887812,26.531574821887812,5942149
2008-07-15,26.078601837158203,26.822780590068216,25.884469680477192,26.531581257920138,3693378
2008-07-16,25.366777420043945,26.531579039759798,24.929976264087266,26.07859965686899,6973872
2008-07-17,26.6610050201416,26.8551393880013,25.884471937209444,25.884471937209444,5038238
2008-07-18,28.14935874938965,28.37584735096021,26.35362377577123,27.14633497839471,5983177
2008-07-21,29.73478126525879,29.912737366255953,28.165535003174075,28.634690400891788,8754188
2008-07-22,30.948118209838867,31.22313930587405,29.4759389741989,29.734784036660827,12631056
2008-07-23,33.13212203979492,33.77923364410124,31.740831651685703,32.32323253441203,12798869
2008-07-24,31.96731185913086,33.7468683025152,29.977445077411236,29.977445077411236,10764301
2008-07-25,32.03203582763672,33.06741630610625,30.818701386542926,31.627591013938787,10710381
2008-07-28,31.77318572998047,32.66296411926257,31.417273496566413,32.03202859691464,5533881
2008-07-29,30.495145797729492,31.546702322383588,30.252478907424702,31.061368541774005,5145929
2008-07-30,31.77318572998047,32.03202859691464,30.770161940724886,30.770161940724886,7354746
2008-07-31,30.656911849975586,32.32322516785882,30.252467189458205,32.32322516785882,6006517
2008-08-01,31.54668426513672,31.676107849102998,29.120016751107507,30.171572673853497,4699412
2008-08-04,31.740825653076172,32.323226425736216,30.915758074662186,30.915758074662186,4301346
2008-08-05,33.16447830200195,33.4071451521848,31.54669710652977,31.870252906773565,9161115
2008-08-06,32.323219299316406,34.34544223475235,32.09673076939804,34.34544223475235,8616591
2008-08-07,32.242332458496094,32.97033276214056,31.239308940218283,31.239308940218283,4809365
2008-08-08,31.692289352416992,32.485000383550464,31.57904397900398,31.870243233133817,4883824
2008-08-11,31.98349380493164,32.45264921028424,31.740826988964482,32.09673919675081,2714705
2008-08-12,31.433446884155273,32.35558158693932,31.19078008808081,32.19380152863697,5801276
2008-08-13,31.56287384033203,31.870251397153233,30.818695096170693,31.061361934858972,2754609
2008-08-14,30.802513122558594,31.708467390226993,30.737800222651412,31.3849116677018,2566362
2008-08-18,30.446605682373047,31.384916545835996,30.15540636454055,30.737805000205544,2963058
2008-08-19,29.880386352539062,30.5760304625797,29.26562900030819,30.398076523443667,2941144
2008-08-20,30.22011375427246,30.462780557176337,30.00980120853744,30.09069014283873,3319410
2008-08-21,29.89655113220215,30.39806284822777,29.540639025538216,30.09068321326698,4138486
2008-08-22,29.589181900024414,30.931939688833005,28.82882714192482,30.931939688833005,4139879
2008-08-25,29.912744522094727,30.31718930554432,29.70243191814891,30.31718930554432,2034227
2008-08-26,29.961284637451172,30.05835184901358,29.411240030936092,29.605372259806973,1489491
2008-08-27,29.362695693969727,30.333363102604768,29.20091779253055,30.12305270843513,4297168
2008-08-28,28.9258975982666,29.767141396001904,28.553807096549104,29.443585582814492,7382078
2008-08-29,30.12306022644043,30.236305663412534,29.314170517364772,29.44359199311537,2219080
2008-09-01,30.10674476623535,30.23714664203342,29.50363111619877,30.057842404654235,3417069
2008-09-02,31.687883377075195,31.818285270402725,30.057846445224516,30.318652442755667,5030404
2008-09-04,31.019569396972656,31.590081562145357,30.758763393575624,31.329275558748325,2813325
2008-09-05,30.33495330810547,30.677261042542554,29.992645573668376,30.64465946369099,3330688
2008-09-08,31.932388305664062,33.22011528178516,31.622679942689416,31.948686884030252,8377948
2008-09-09,32.0464973449707,32.3073034048076,31.312981545297532,31.932396213769735,3737279
2008-09-10,31.769380569458008,32.30729106609707,31.45967224806654,31.883481657081806,3847698
2008-09-11,30.921772003173828,31.62268618097733,30.677266748934027,31.62268618097733,2567354
2008-09-12,31.231475830078125,32.07909486436302,30.726164567749677,31.13367329367966,6093354
2008-09-15,29.259132385253906,30.56316027395029,28.378914002559103,30.090450606473105,6770268
2008-09-16,29.829639434814453,30.09044540968635,27.710594481653647,28.11810312649226,4654621
2008-09-17,29.063522338867188,30.253446608593823,28.688613087084637,30.253446608593823,4674190
2008-09-18,28.998334884643555,29.568847253556754,26.91189053411176,28.688628612266058,6603710
2008-09-19,30.758760452270508,30.921763912446938,29.340629464385195,29.68293717293088,9821730
2008-09-22,30.090452194213867,32.92671477048662,29.84594695218183,31.622684602106023,4162514
2008-09-23,29.731840133666992,30.40015482566227,29.177628758918278,29.731840133666996,6569683
2008-09-24,30.41645622253418,30.742463180173306,29.438435349616807,29.82964325660852,5730103
2008-09-25,29.471038818359375,30.628364034319777,28.77012248799188,30.497959916381575,10926783
2008-09-26,28.998334884643555,29.634050435848376,28.493025698021974,29.634050435848376,4967945
2008-09-29,27.922502517700195,29.82964180025215,27.384589737332156,29.82964180025215,7859964
2008-09-30,27.971410751342773,29.01463282391008,26.406576537053457,26.406576537053457,6616439
2008-10-01,28.900527954101562,29.177632572253707,27.759501265139267,28.330015715058625,3743739
2008-10-03,29.30803108215332,29.666637380047074,28.525613120530956,29.047225094945865,4681406
2008-10-06,28.704925537109375,29.34063879171421,28.118112451752364,28.982032391851376,5560277
2008-10-07,29.650346755981445,30.28606225863312,28.688626421155114,28.688626421155114,9928258
2008-10-08,29.422136306762695,29.66664153951173,27.41719207169483,28.656021237341506,9985473
2008-10-10,29.242830276489258,29.911144981500318,27.074884893591797,29.308033436686376,9025179
2008-10-13,29.829639434814453,30.0578438337489,29.19392639104139,29.389531424914285,6805621
2008-10-14,29.112424850463867,30.938064475505172,28.884220450052677,29.992643086836104,5099383
2008-10-15,28.867929458618164,29.48734192863503,28.558223223609737,28.94943121577179,5495022
2008-10-16,27.75949478149414,28.460410980848998,27.221584251812704,28.460410980848998,6651066
2008-10-17,25.673049926757812,28.525610292772313,25.2981406664133,28.330007479913927,5586092
2008-10-20,25.96645736694336,26.993380508896397,25.15144005311204,25.77085453814942,7922965
2008-10-21,26.178369522094727,27.54759849808403,25.428552969972145,26.227269688392866,8047276
2008-10-22,24.743934631347656,26.11316345542921,24.49942940523037,25.91756060106113,5408099
2008-10-23,23.5377140045166,24.352731588106,23.179105383386588,24.124527106876307,6641370
2008-10-24,20.489543914794922,23.146499906511824,20.2124370985846,22.820492927853245,9905588
2008-10-27,18.908411026000977,20.212439067673245,16.95236896349257,20.114636522372518,12878172
2008-10-29,21.40235710144043,22.75528474893527,19.560416930354883,21.51645818121525,13094201
2008-10-31,22.771591186523438,23.472507468566736,21.646867630309963,22.527085969482414,8097887
2008-11-03,23.472505569458008,24.09191785149618,22.65748603438653,24.059316274177966,4951148
2008-11-04,24.499433517456055,24.695038615532667,23.032401914511336,23.146503045992176,4515828
2008-11-05,23.602907180786133,25.689352832837336,23.146496158051825,25.689352832837336,6145587
2008-11-06,22.820499420166016,24.36903522022093,22.347789608802866,23.146506491571902,4896229
2008-11-07,24.597232818603516,25.330748523220308,22.494486030000978,22.65748951991582,8250147
2008-11-10,25.151443481445312,25.721955678892392,24.59723207467197,25.36334712757515,3775177
2008-11-11,24.85804557800293,25.901267753862832,24.28753320876488,25.265554413172964,8900004
2008-11-12,23.814817428588867,25.3959523435843,23.521411997974482,25.3959523435843,5705390
2008-11-14,23.733308792114258,24.77653271150455,23.439903446583195,23.602906907628437,4038880
2008-11-17,24.711332321166992,25.52635192839012,22.494484560928065,25.52635192839012,5361538
2008-11-18,23.37470054626465,24.646126551561057,22.91828956704551,24.646126551561057,6392448
2008-11-19,22.80419158935547,24.206021870205173,22.51078401752587,23.472506256945262,5606729
2008-11-20,22.559688568115234,22.983495861422313,21.597966235626618,22.820492376034586,5080395
2008-11-21,23.994117736816406,24.743934192451444,21.842470900798677,22.41298308495287,8350092
2008-11-24,24.597232818603516,24.98844075222387,23.374706644242192,24.711333935018107,5420119
2008-11-25,23.994117736816406,25.151442895418725,23.798514885917836,24.858037513632766,5453771
2008-11-26,24.53203010559082,24.906937221159374,23.55400923623684,24.254923308256725,5246053
2008-11-27,24.53203010559082,24.53203010559082,24.53203010559082,24.53203010559082,0
2008-11-28,24.140817642211914,24.613529451810894,23.179097656352802,23.798512139917417,8464961
2008-12-01,23.945215225219727,25.55894908831473,23.84741270393724,24.61352987462804,5733003
2008-12-02,23.733308792114258,23.99411477196183,22.98349242913096,23.76591036867368,5879324
2008-12-03,24.45053482055664,24.76024106876169,23.22800841116032,23.961524256798114,6430656
2008-12-04,25.624162673950195,25.75456683695403,21.679475986152458,21.679475986152458,4648185
2008-12-05,25.314443588256836,26.536969562499237,24.466824695098385,24.466824695098385,5338962
2008-12-08,25.379640579223633,26.21095855442973,24.287518872159293,25.999054969576008,11709287
2008-12-10,24.972131729125977,26.569566730231234,24.613525496051768,26.569566730231234,11172070
2008-12-11,24.695035934448242,25.41225086473504,24.303825780767827,25.41225086473504,9867592
2008-12-12,23.928922653198242,24.206029523505087,23.40731050116539,24.091926174348917,9847702
2008-12-15,24.320127487182617,24.85804036329,24.12452461386067,24.74393702902819,5741641
2008-12-16,25.24924659729004,25.55895278373317,23.146499823758845,24.45052994460734,9183505
2008-12-17,25.216642379760742,25.91755863464276,24.548327703571317,25.91755863464276,8720755
2008-12-18,25.96645736694336,26.24356413799639,24.646128876361427,24.646128876361427,12640018
2008-12-19,27.22159767150879,27.547604749818703,25.93387015436003,26.73258705404392,10050607
2008-12-22,27.237890243530273,27.46609468726893,26.292468675361086,26.292468675361086,6524631
2008-12-23,26.683677673339844,27.498695155540105,26.488074804137632,27.058587041677814,5151765
2008-12-24,26.227270126342773,27.042287650764415,22.005477581137434,22.005477581137434,13318746
2008-12-26,26.276166915893555,27.661696529313033,25.59155360990615,27.661696529313033,5480531
2008-12-29,26.83037757873535,27.042281200187578,25.754554260946836,26.569571590956926,3418418
2008-12-30,26.781476974487305,27.22158724600006,25.78715532427874,26.765176184639397,4868199
2008-12-31,27.10748863220215,27.514997394738575,26.504376990174155,27.514997394738575,4396180
2009-01-02,27.49869728088379,27.955108432717292,26.977087378486825,27.955108432717292,3976548
2009-01-05,26.879276275634766,27.955099535045864,26.53696857342998,27.955099535045864,4505326
2009-01-06,26.683677673339844,27.90620610751665,26.243569559477557,27.90620610751665,3969700
2009-01-07,25.281843185424805,27.612794144428936,23.684410055908856,27.612794144428936,12109220
2009-01-09,25.151443481445312,27.384592110088676,23.89631576271123,27.384592110088676,5272587
2009-01-12,24.483129501342773,25.754558049725222,23.505108561453046,25.754558049725222,6595708
2009-01-13,24.124523162841797,24.76023633193565,23.76591460033945,24.450530142979805,4104761
2009-01-14,24.173423767089844,24.580932499706353,23.5051090034235,24.580932499706353,2777281
2009-01-15,23.814817428588867,24.173426031230072,23.309508321517047,23.961522354772637,3693599
2009-01-16,24.56462860107422,24.923237124767304,23.63551013475755,24.646130337288458,2131503
2009-01-19,25.510051727294922,25.721955370887343,24.466827667182667,25.232944921788313,2587926
2009-01-20,28.362606048583984,29.01461982826115,24.450523370520973,25.5426451249548,19101726
2009-01-21,26.471769332885742,28.98202450302416,26.11316081975853,28.98202450302416,11311625
2009-01-22,27.726903915405273,28.10181110120973,26.145768996052748,27.31939514349757,10535551
2009-01-23,28.11809730529785,28.46040493827068,26.8629700546893,28.183298232798528,7005930
2009-01-27,29.030927658081055,29.42213557862262,27.05858505387519,28.03660596066723,8487928
2009-01-28,29.682937622070312,29.82964029627371,28.688616057773594,29.634037467627834,6636133
